"assessid","stockid","stocklong","bioid","biovalue","bioyear","bionotes","bioshort","biolong","biounitsshort","biounitslong","sciname"
"SWFSC-SARDPCOAST-1981-2007-PINSKY","SARDPCOAST","Pacific sardine Pacific Coast","REC-AGE-yr","0","NULL","p.8",NA,NA,NA,NA,"Sardinops sagax"
"SWFSC-SARDPCOAST-1981-2007-PINSKY","SARDPCOAST","Pacific sardine Pacific Coast","REC-ESTIMATED-yr-yr","0 to 0","NULL","p.8",NA,NA,NA,NA,"Sardinops sagax"
"SWFSC-SARDPCOAST-1981-2007-PINSKY","SARDPCOAST","Pacific sardine Pacific Coast","TB-AGE-yr","1+","NULL","p. 7",NA,NA,NA,NA,"Sardinops sagax"
"SWFSC-SARDPCOAST-1981-2007-PINSKY","SARDPCOAST","Pacific sardine Pacific Coast","TB-TYPE-0-1","0","NULL","",NA,NA,NA,NA,"Sardinops sagax"
"SWFSC-SARDPCOAST-1981-2007-PINSKY","SARDPCOAST","Pacific sardine Pacific Coast","VB-A-yr","15","NULL","p.26","VB-A","age of last age class for von Bertalanffy growth function","yr","years","Sardinops sagax"
"SWFSC-SARDPCOAST-1981-2007-PINSKY","SARDPCOAST","Pacific sardine Pacific Coast","VB-L1-cm","9.5","NULL","p.26","VB-L1","length in first age class for von Bertalanffy growth function","cm","centimeters","Sardinops sagax"
"SWFSC-SARDPCOAST-1981-2007-PINSKY","SARDPCOAST","Pacific sardine Pacific Coast","VB-LA-cm","23.7","NULL","p.26","VB-LA","length in max age class for von Bertalanffy growth function","cm","centimeters","Sardinops sagax"
"SWFSC-SARDPCOAST-1981-2007-PINSKY","SARDPCOAST","Pacific sardine Pacific Coast","VB-t0-yr","0.5","NULL","p.26","VB-t0","t0 parameter in Von Bertalanffy growth function","yr","years","Sardinops sagax"
"SWFSC-SARDPCOAST-1994-2016-SISIMP2016","SARDPCOAST","Pacific sardine Pacific Coast","REC-AGE-yr","0","NULL","",NA,NA,NA,NA,"Sardinops sagax"
"SWFSC-SARDPCOAST-1994-2016-SISIMP2016","SARDPCOAST","Pacific sardine Pacific Coast","SSBlim-MT","50000","NULL","proxy of SSB based on what it would take to rebuild stock in 10 yrs",NA,NA,NA,NA,"Sardinops sagax"
"SWFSC-SARDPCOAST-1994-2016-SISIMP2016","SARDPCOAST","Pacific sardine Pacific Coast","TB-AGE-yr","0+","NULL","",NA,NA,NA,NA,"Sardinops sagax"
"WGBFAS-HERR2529-32-1973-2013-ICESIMP2016","HERR2529-32","Herring Subdivisions 25-29 and 32","F-AGE-yr-yr","3 to 6","NULL","",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERR2529-32-1973-2013-ICESIMP2016","HERR2529-32","Herring Subdivisions 25-29 and 32","Flim-1/yr","0.52","NULL","",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERR2529-32-1973-2013-ICESIMP2016","HERR2529-32","Herring Subdivisions 25-29 and 32","Fmgt-1/yr","0.26","NULL","Fmsy-1/yr",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERR2529-32-1973-2013-ICESIMP2016","HERR2529-32","Herring Subdivisions 25-29 and 32","Fmgt-type-refpt","Fmsy-1/yr","NULL","",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERR2529-32-1973-2013-ICESIMP2016","HERR2529-32","Herring Subdivisions 25-29 and 32","Fmsy-1/yr","0.26","NULL","",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERR2529-32-1973-2013-ICESIMP2016","HERR2529-32","Herring Subdivisions 25-29 and 32","REC-AGE-yr","1","NULL","",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERR2529-32-1973-2013-ICESIMP2016","HERR2529-32","Herring Subdivisions 25-29 and 32","SSB-SEX-sex","0","NULL","",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERR2529-32-1973-2013-ICESIMP2016","HERR2529-32","Herring Subdivisions 25-29 and 32","SSBlim-MT","430000","NULL","",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERR2529-32-1973-2013-ICESIMP2016","HERR2529-32","Herring Subdivisions 25-29 and 32","SSBmgt-MT","600000","NULL","SSBtrigmsy-MT",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERR2529-32-1973-2013-ICESIMP2016","HERR2529-32","Herring Subdivisions 25-29 and 32","SSBmgt-type-refpt","SSBtrigmsy-MT","NULL","",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERR2529-32-1973-2013-ICESIMP2016","HERR2529-32","Herring Subdivisions 25-29 and 32","SSBtrigmsy-MT","600000","NULL","",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERR2529-32-1973-2013-ICESIMP2016","HERR2529-32","Herring Subdivisions 25-29 and 32","TB-SEX-sex","0","NULL","",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERR2529-32-1973-2014-ICESIMP2016","HERR2529-32","Herring Subdivisions 25-29 and 32","F-AGE-yr-yr","3 to 6","NULL","",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERR2529-32-1973-2014-ICESIMP2016","HERR2529-32","Herring Subdivisions 25-29 and 32","Flim-1/yr","0.52","NULL","",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERR2529-32-1973-2014-ICESIMP2016","HERR2529-32","Herring Subdivisions 25-29 and 32","Fmgt-1/yr","0.26","NULL","Fmsy-1/yr",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERR2529-32-1973-2014-ICESIMP2016","HERR2529-32","Herring Subdivisions 25-29 and 32","Fmgt-type-refpt","Fmsy-1/yr","NULL","",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERR2529-32-1973-2014-ICESIMP2016","HERR2529-32","Herring Subdivisions 25-29 and 32","Fmsy-1/yr","0.26","NULL","",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERR2529-32-1973-2014-ICESIMP2016","HERR2529-32","Herring Subdivisions 25-29 and 32","REC-AGE-yr","1","NULL","",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERR2529-32-1973-2014-ICESIMP2016","HERR2529-32","Herring Subdivisions 25-29 and 32","SSB-SEX-sex","0","NULL","",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERR2529-32-1973-2014-ICESIMP2016","HERR2529-32","Herring Subdivisions 25-29 and 32","SSBlim-MT","430000","NULL","",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERR2529-32-1973-2014-ICESIMP2016","HERR2529-32","Herring Subdivisions 25-29 and 32","SSBmgt-MT","600000","NULL","SSBtrigmsy-MT",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERR2529-32-1973-2014-ICESIMP2016","HERR2529-32","Herring Subdivisions 25-29 and 32","SSBmgt-type-refpt","SSBtrigmsy-MT","NULL","",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERR2529-32-1973-2014-ICESIMP2016","HERR2529-32","Herring Subdivisions 25-29 and 32","SSBtrigmsy-MT","600000","NULL","",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERR2529-32-1973-2014-ICESIMP2016","HERR2529-32","Herring Subdivisions 25-29 and 32","TB-SEX-sex","0","NULL","",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERR2529-32-1973-2015-ICESIMP2016","HERR2529-32","Herring Subdivisions 25-29 and 32","Flim-1/yr","0.52","NULL","",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERR2529-32-1973-2015-ICESIMP2016","HERR2529-32","Herring Subdivisions 25-29 and 32","Fmgt-1/yr","0.22","NULL","Fmsy-1/yr",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERR2529-32-1973-2015-ICESIMP2016","HERR2529-32","Herring Subdivisions 25-29 and 32","Fmgt-type-refpt","Fmsy-1/yr","NULL","",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERR2529-32-1973-2015-ICESIMP2016","HERR2529-32","Herring Subdivisions 25-29 and 32","Fmsy-1/yr","0.22","NULL","",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERR2529-32-1973-2015-ICESIMP2016","HERR2529-32","Herring Subdivisions 25-29 and 32","REC-AGE-yr","1","NULL","",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERR2529-32-1973-2015-ICESIMP2016","HERR2529-32","Herring Subdivisions 25-29 and 32","SSB-SEX-sex","0","NULL","",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERR2529-32-1973-2015-ICESIMP2016","HERR2529-32","Herring Subdivisions 25-29 and 32","SSBlim-MT","430000","NULL","",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERR2529-32-1973-2015-ICESIMP2016","HERR2529-32","Herring Subdivisions 25-29 and 32","SSBmgt-MT","600000","NULL","SSBtrigmsy-MT",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERR2529-32-1973-2015-ICESIMP2016","HERR2529-32","Herring Subdivisions 25-29 and 32","SSBmgt-type-refpt","SSBtrigmsy-MT","NULL","",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERR2529-32-1973-2015-ICESIMP2016","HERR2529-32","Herring Subdivisions 25-29 and 32","SSBtrigmsy-MT","600000","NULL","",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERR2529-32-1973-2015-ICESIMP2016","HERR2529-32","Herring Subdivisions 25-29 and 32","TB-SEX-sex","0","NULL","",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERR2529-32-1973-2016-ICESIMP2016","HERR2529-32","Herring Subdivisions 25-29 and 32","F-AGE-yr-yr","3 to 6","NULL","",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERR2529-32-1973-2016-ICESIMP2016","HERR2529-32","Herring Subdivisions 25-29 and 32","Flim-1/yr","0.52","NULL","",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERR2529-32-1973-2016-ICESIMP2016","HERR2529-32","Herring Subdivisions 25-29 and 32","Fmgt-1/yr","0.22","NULL","Fmsy-1/yr",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERR2529-32-1973-2016-ICESIMP2016","HERR2529-32","Herring Subdivisions 25-29 and 32","Fmgt-type-refpt","Fmsy-1/yr","NULL","",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERR2529-32-1973-2016-ICESIMP2016","HERR2529-32","Herring Subdivisions 25-29 and 32","Fmsy-1/yr","0.22","NULL","",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERR2529-32-1973-2016-ICESIMP2016","HERR2529-32","Herring Subdivisions 25-29 and 32","REC-AGE-yr","1","NULL","",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERR2529-32-1973-2016-ICESIMP2016","HERR2529-32","Herring Subdivisions 25-29 and 32","SSB-SEX-sex","0","NULL","",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERR2529-32-1973-2016-ICESIMP2016","HERR2529-32","Herring Subdivisions 25-29 and 32","SSBlim-MT","430000","NULL","",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERR2529-32-1973-2016-ICESIMP2016","HERR2529-32","Herring Subdivisions 25-29 and 32","SSBmgt-MT","600000","NULL","SSBtrigmsy-MT",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERR2529-32-1973-2016-ICESIMP2016","HERR2529-32","Herring Subdivisions 25-29 and 32","SSBmgt-type-refpt","SSBtrigmsy-MT","NULL","",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERR2529-32-1973-2016-ICESIMP2016","HERR2529-32","Herring Subdivisions 25-29 and 32","SSBtrigmsy-MT","600000","NULL","",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERR2529-32-1973-2016-ICESIMP2016","HERR2529-32","Herring Subdivisions 25-29 and 32","TB-SEX-sex","0","NULL","",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERR2529-32-1973-2017-ICESIMP2018","HERR2529-32","Herring Subdivisions 25-29 and 32","F-AGE-yr","3 to 6","NULL","",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERR2529-32-1973-2017-ICESIMP2018","HERR2529-32","Herring Subdivisions 25-29 and 32","Flim-1/yr","0.52","NULL","",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERR2529-32-1973-2017-ICESIMP2018","HERR2529-32","Herring Subdivisions 25-29 and 32","Fmgt-1/yr","0.22","NULL","Fmsy-1/yr",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERR2529-32-1973-2017-ICESIMP2018","HERR2529-32","Herring Subdivisions 25-29 and 32","Fmgt-type-refpt","Fmsy-1/yr","NULL","",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERR2529-32-1973-2017-ICESIMP2018","HERR2529-32","Herring Subdivisions 25-29 and 32","Fmsy-1/yr","0.22","NULL","",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERR2529-32-1973-2017-ICESIMP2018","HERR2529-32","Herring Subdivisions 25-29 and 32","Fpa-1/yr","0.41","NULL","",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERR2529-32-1973-2017-ICESIMP2018","HERR2529-32","Herring Subdivisions 25-29 and 32","REC-AGE-yr","1","NULL","",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERR2529-32-1973-2017-ICESIMP2018","HERR2529-32","Herring Subdivisions 25-29 and 32","SSB-SEX-sex","0","NULL","",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERR2529-32-1973-2017-ICESIMP2018","HERR2529-32","Herring Subdivisions 25-29 and 32","SSBlim-MT","430000","NULL","",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERR2529-32-1973-2017-ICESIMP2018","HERR2529-32","Herring Subdivisions 25-29 and 32","SSBmgt-MT","6.00E+05","NULL","SSBtrigmsy-MT",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERR2529-32-1973-2017-ICESIMP2018","HERR2529-32","Herring Subdivisions 25-29 and 32","SSBmgt-type-refpt","SSBtrigmsy-MT","NULL","",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERR2529-32-1973-2017-ICESIMP2018","HERR2529-32","Herring Subdivisions 25-29 and 32","SSBpa-MT","6.00E+05","NULL","",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERR2529-32-1973-2017-ICESIMP2018","HERR2529-32","Herring Subdivisions 25-29 and 32","SSBtrigmsy-MT","6.00E+05","NULL","",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERR2529-32-1973-2017-ICESIMP2018","HERR2529-32","Herring Subdivisions 25-29 and 32","TB-SEX-sex","0","NULL","",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERR2529-32-1973-2018-ICESIMP2018","HERR2529-32","Herring Subdivisions 25-29 and 32","F-AGE-yr","3 to 6","NULL","",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERR2529-32-1973-2018-ICESIMP2018","HERR2529-32","Herring Subdivisions 25-29 and 32","Flim-1/yr","0.52","NULL","",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERR2529-32-1973-2018-ICESIMP2018","HERR2529-32","Herring Subdivisions 25-29 and 32","Fmgt-1/yr","0.22","NULL","Fmsy-1/yr",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERR2529-32-1973-2018-ICESIMP2018","HERR2529-32","Herring Subdivisions 25-29 and 32","Fmgt-type-refpt","Fmsy-1/yr","NULL","",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERR2529-32-1973-2018-ICESIMP2018","HERR2529-32","Herring Subdivisions 25-29 and 32","Fmsy-1/yr","0.22","NULL","",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERR2529-32-1973-2018-ICESIMP2018","HERR2529-32","Herring Subdivisions 25-29 and 32","Fpa-1/yr","0.41","NULL","",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERR2529-32-1973-2018-ICESIMP2018","HERR2529-32","Herring Subdivisions 25-29 and 32","REC-AGE-yr","1","NULL","",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERR2529-32-1973-2018-ICESIMP2018","HERR2529-32","Herring Subdivisions 25-29 and 32","SSB-SEX-sex","0","NULL","",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERR2529-32-1973-2018-ICESIMP2018","HERR2529-32","Herring Subdivisions 25-29 and 32","SSBlim-MT","430000","NULL","",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERR2529-32-1973-2018-ICESIMP2018","HERR2529-32","Herring Subdivisions 25-29 and 32","SSBmgt-MT","6.00E+05","NULL","SSBtrigmsy-MT",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERR2529-32-1973-2018-ICESIMP2018","HERR2529-32","Herring Subdivisions 25-29 and 32","SSBmgt-type-refpt","SSBtrigmsy-MT","NULL","",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERR2529-32-1973-2018-ICESIMP2018","HERR2529-32","Herring Subdivisions 25-29 and 32","SSBpa-MT","6.00E+05","NULL","",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERR2529-32-1973-2018-ICESIMP2018","HERR2529-32","Herring Subdivisions 25-29 and 32","SSBtrigmsy-MT","6.00E+05","NULL","",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERR2529-32-1973-2018-ICESIMP2018","HERR2529-32","Herring Subdivisions 25-29 and 32","TB-SEX-sex","0","NULL","",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERR30-31-1979-2017-ICESIMP2018","HERR30-31","Herring Subdivisions 30-31","F-AGE-yr","3 to 7","NULL","",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERR30-31-1979-2017-ICESIMP2018","HERR30-31","Herring Subdivisions 30-31","Flim-1/yr","0.29","NULL","",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERR30-31-1979-2017-ICESIMP2018","HERR30-31","Herring Subdivisions 30-31","Fmgt-1/yr","0.21","NULL","Fmsy-1/yr",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERR30-31-1979-2017-ICESIMP2018","HERR30-31","Herring Subdivisions 30-31","Fmgt-type-refpt","Fmsy-1/yr","NULL","",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERR30-31-1979-2017-ICESIMP2018","HERR30-31","Herring Subdivisions 30-31","Fmsy-1/yr","0.21","NULL","",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERR30-31-1979-2017-ICESIMP2018","HERR30-31","Herring Subdivisions 30-31","Fpa-1/yr","0.23","NULL","",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERR30-31-1979-2017-ICESIMP2018","HERR30-31","Herring Subdivisions 30-31","REC-AGE-yr","1","NULL","",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERR30-31-1979-2017-ICESIMP2018","HERR30-31","Herring Subdivisions 30-31","SSB-SEX-sex","0","NULL","",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERR30-31-1979-2017-ICESIMP2018","HERR30-31","Herring Subdivisions 30-31","SSBlim-MT","202272","NULL","",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERR30-31-1979-2017-ICESIMP2018","HERR30-31","Herring Subdivisions 30-31","SSBmgt-MT","283180","NULL","SSBtrigmsy-MT",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERR30-31-1979-2017-ICESIMP2018","HERR30-31","Herring Subdivisions 30-31","SSBmgt-type-refpt","SSBtrigmsy-MT","NULL","",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERR30-31-1979-2017-ICESIMP2018","HERR30-31","Herring Subdivisions 30-31","SSBpa-MT","283180","NULL","",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERR30-31-1979-2017-ICESIMP2018","HERR30-31","Herring Subdivisions 30-31","SSBtrigmsy-MT","283180","NULL","",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERR30-31-1979-2017-ICESIMP2018","HERR30-31","Herring Subdivisions 30-31","TB-SEX-sex","0","NULL","",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERR30-31-1979-2018-ICESIMP2018","HERR30-31","Herring Subdivisions 30-31","F-AGE-yr","3 to 7","NULL","",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERR30-31-1979-2018-ICESIMP2018","HERR30-31","Herring Subdivisions 30-31","Flim-1/yr","0.29","NULL","",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERR30-31-1979-2018-ICESIMP2018","HERR30-31","Herring Subdivisions 30-31","Fmgt-1/yr","0.21","NULL","Fmsy-1/yr",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERR30-31-1979-2018-ICESIMP2018","HERR30-31","Herring Subdivisions 30-31","Fmgt-type-refpt","Fmsy-1/yr","NULL","",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERR30-31-1979-2018-ICESIMP2018","HERR30-31","Herring Subdivisions 30-31","Fmsy-1/yr","0.21","NULL","",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERR30-31-1979-2018-ICESIMP2018","HERR30-31","Herring Subdivisions 30-31","Fpa-1/yr","0.23","NULL","",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERR30-31-1979-2018-ICESIMP2018","HERR30-31","Herring Subdivisions 30-31","REC-AGE-yr","1","NULL","",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERR30-31-1979-2018-ICESIMP2018","HERR30-31","Herring Subdivisions 30-31","SSB-SEX-sex","0","NULL","",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERR30-31-1979-2018-ICESIMP2018","HERR30-31","Herring Subdivisions 30-31","SSBlim-MT","202272","NULL","",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERR30-31-1979-2018-ICESIMP2018","HERR30-31","Herring Subdivisions 30-31","SSBmgt-MT","283180","NULL","SSBtrigmsy-MT",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERR30-31-1979-2018-ICESIMP2018","HERR30-31","Herring Subdivisions 30-31","SSBmgt-type-refpt","SSBtrigmsy-MT","NULL","",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERR30-31-1979-2018-ICESIMP2018","HERR30-31","Herring Subdivisions 30-31","SSBpa-MT","283180","NULL","",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERR30-31-1979-2018-ICESIMP2018","HERR30-31","Herring Subdivisions 30-31","SSBtrigmsy-MT","283180","NULL","",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERRRIGA-1976-2011-NEUBAUER","HERRRIGA","Herring Gulf of Riga East of Gotland","F-AGE-yr-yr","3 to 7","NULL","",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERRRIGA-1976-2011-NEUBAUER","HERRRIGA","Herring Gulf of Riga East of Gotland","F-CALC-0-1-2","2","NULL","",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERRRIGA-1976-2011-NEUBAUER","HERRRIGA","Herring Gulf of Riga East of Gotland","F0.1-1/yr","0.25","NULL","",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERRRIGA-1976-2011-NEUBAUER","HERRRIGA","Herring Gulf of Riga East of Gotland","Fmsy-1/yr","0.35","2009","WKMAMPEL (ICES, 2009) based on stochastic simulations",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERRRIGA-1976-2011-NEUBAUER","HERRRIGA","Herring Gulf of Riga East of Gotland","Fpa-1/yr","0.4","NULL","From medium-term projections",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERRRIGA-1976-2011-NEUBAUER","HERRRIGA","Herring Gulf of Riga East of Gotland","Habitat-Habitat","pelagic marine","NULL","","Habitat","Habitat, (pelagic marine; demersal marine; diadromous; wholly freshwater)","Habitat","habitat type","Clupea harengus"
"WGBFAS-HERRRIGA-1976-2011-NEUBAUER","HERRRIGA","Herring Gulf of Riga East of Gotland","M-1/yr","0.2","NULL","except for the period 1979-1983 when a value of M=0.25 is used.","M","Natural mortality","1/yr","per year","Clupea harengus"
"WGBFAS-HERRRIGA-1976-2011-NEUBAUER","HERRRIGA","Herring Gulf of Riga East of Gotland","MAT-CALC-0-1","1","NULL","","MAT-CALC","Maturity 50% calculation: 0=by cohort,1=by age","0-1","0=by cohor or 1=by age","Clupea harengus"
"WGBFAS-HERRRIGA-1976-2011-NEUBAUER","HERRRIGA","Herring Gulf of Riga East of Gotland","REC-AGE-yr","1","NULL","",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERRRIGA-1976-2011-NEUBAUER","HERRRIGA","Herring Gulf of Riga East of Gotland","SSB-SEX-sex","0","NULL","",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERRRIGA-1976-2011-NEUBAUER","HERRRIGA","Herring Gulf of Riga East of Gotland","SSBmsy-MT","60000","NULL","",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERRRIGA-1976-2011-NEUBAUER","HERRRIGA","Herring Gulf of Riga East of Gotland","TB-AGE-yr","1+","NULL","",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERRRIGA-1976-2011-NEUBAUER","HERRRIGA","Herring Gulf of Riga East of Gotland","TB-SEX-sex","0","NULL","",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERRRIGA-1976-2011-NEUBAUER","HERRRIGA","Herring Gulf of Riga East of Gotland","TB-TYPE-0-1","0","NULL","",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERRRIGA-1976-2013-ICESIMP2016","HERRRIGA","Herring Gulf of Riga East of Gotland","F-AGE-yr-yr","3 to 7","NULL","",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERRRIGA-1976-2013-ICESIMP2016","HERRRIGA","Herring Gulf of Riga East of Gotland","Fmgt-1/yr","0.35","NULL","Fmsy-1/yr",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERRRIGA-1976-2013-ICESIMP2016","HERRRIGA","Herring Gulf of Riga East of Gotland","Fmgt-type-refpt","Fmsy-1/yr","NULL","",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERRRIGA-1976-2013-ICESIMP2016","HERRRIGA","Herring Gulf of Riga East of Gotland","Fmsy-1/yr","0.35","NULL","",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERRRIGA-1976-2013-ICESIMP2016","HERRRIGA","Herring Gulf of Riga East of Gotland","REC-AGE-yr","1","NULL","",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERRRIGA-1976-2013-ICESIMP2016","HERRRIGA","Herring Gulf of Riga East of Gotland","SSB-SEX-sex","0","NULL","",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERRRIGA-1976-2013-ICESIMP2016","HERRRIGA","Herring Gulf of Riga East of Gotland","SSBmgt-MT","60000","NULL","SSBtrigmsy-MT",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERRRIGA-1976-2013-ICESIMP2016","HERRRIGA","Herring Gulf of Riga East of Gotland","SSBmgt-type-refpt","SSBtrigmsy-MT","NULL","",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERRRIGA-1976-2013-ICESIMP2016","HERRRIGA","Herring Gulf of Riga East of Gotland","SSBtrigmsy-MT","60000","NULL","",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERRRIGA-1976-2013-ICESIMP2016","HERRRIGA","Herring Gulf of Riga East of Gotland","TB-SEX-sex","0","NULL","",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERRRIGA-1976-2014-ICESIMP2016","HERRRIGA","Herring Gulf of Riga East of Gotland","F-AGE-yr-yr","3 to 7","NULL","",NA,NA,NA,NA,"Clupea harengus"
